negocio,etapa1_cotacao,etapa2_autorizacao,etapa3_cirurgia,etapa4_faturamento,status,ganho,ano,mes,vendedor,cliente,tipo_pagador,estado,produto,linha_produto,valor,receita_ganha,valor_perdido,motivo_perda,etapa_perda,dias_consignacao,dias_pagamento,ciclo_total_dias,dias_cotacao_autorizacao,dias_cirurgia_faturamento,valor_glosado,valor_recuperado,glosa_nao_recuperada
FH-2021-00250,2021-03-21,2021-04-05,,,Perdido,0,2021,2021-03,Tatiana Coelho,Hospital Vale do Capibaribe,Hospital privado,PE,Implante de quadril,Ortopedia,107915,0,107915,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,15,0,0,0,0
FH-2021-00255,2021-03-21,2021-04-04,2021-04-18,2021-05-15,Ganho,1,2021,2021-04,Sérgio Tavares,Clinipar Integrada,Operadora verticalizada,PE,Haste intramedular,Ortopedia,110424,110424,0,,,36,130,166,14,27,9480,6240,3240
FH-2021-00003,2021-03-22,2021-04-05,2021-04-12,2021-07-13,Ganho,1,2021,2021-04,Luciana Prado,Hospital Ponta Negra,Hospital privado,PE,Stent farmacológico,Cardiologia,16017,16017,0,,,44,113,157,14,92,980,670,310
FH-2021-00012,2021-03-22,,,,Perdido,0,2021,2021-03,Marcelo Bastos,Clinipar Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,321689,0,321689,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00122,2021-03-22,,,,Perdido,0,2021,2021-03,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Marcapasso,Cardiologia,761647,0,761647,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00220,2021-03-22,2021-04-17,2021-04-21,,Perdido,0,2021,2021-04,Tatiana Coelho,Hospital Geral de Maceió,Hospital público,RN,Stent farmacológico,Cardiologia,39517,0,39517,Extravio intra-hospitalar,E3 Cirurgia,26,0,26,26,0,0,0,0
FH-2021-00238,2021-03-23,2021-04-17,2021-04-23,2021-06-24,Ganho,1,2021,2021-04,Paulo Menezes,Hospital Graças,Hospital privado,PE,Implante de joelho,Ortopedia,28136,28136,0,,,26,130,156,25,62,2001,1129,872
FH-2021-00307,2021-03-24,2021-04-11,2021-04-16,2021-07-05,Ganho,1,2021,2021-04,Rogério Lins,Hospital Jaguaribe,Hospital privado,AL,Placas e parafusos,Ortopedia,78592,78592,0,,,46,109,155,18,80,5165,1967,3198
FH-2021-00379,2021-03-24,,,,Perdido,0,2021,2021-03,Marcelo Bastos,Hospital Municipal de Paulista,Hospital público,PE,Stent farmacológico,Cardiologia,429083,0,429083,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00187,2021-03-25,,,,Perdido,0,2021,2021-03,Marcelo Bastos,Hospital Real do Recife,Hospital privado,PB,Haste intramedular,Ortopedia,362272,0,362272,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00006,2021-03-27,,,,Perdido,0,2021,2021-03,Rogério Lins,Hospital Casa Amarela,Hospital privado,PE,Placas e parafusos,Ortopedia,23526,0,23526,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00269,2021-03-27,2021-04-10,2021-04-16,2021-06-16,Ganho,1,2021,2021-04,Tatiana Coelho,Clinipar Integrada,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,245402,245402,0,,,14,111,125,14,61,8168,5589,2579
FH-2021-00230,2021-03-28,2021-04-03,,,Perdido,0,2021,2021-03,Luciana Prado,Clínica Cardio Espinheiro,Hospital privado,AL,Stent farmacológico,Cardiologia,18837,0,18837,Cirurgia cancelada,E2 Autorizacao,0,0,0,6,0,0,0,0
FH-2021-00247,2021-04-02,2021-04-10,2021-04-29,2021-06-24,Ganho,1,2021,2021-04,Marcelo Bastos,Bem-Estar Saúde,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,216864,216864,0,,,30,116,146,8,56,20888,15448,5440
FH-2021-00377,2021-04-03,2021-04-21,,,Perdido,0,2021,2021-04,Paulo Menezes,Clinipar Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,313616,0,313616,Autorização expirou,E2 Autorizacao,0,0,0,18,0,0,0,0
FH-2021-00190,2021-04-04,2021-04-27,2021-05-14,2021-08-14,Ganho,1,2021,2021-05,Luciana Prado,Hospital Costa Verde,Hospital privado,RN,Cateter para angioplastia,Cardiologia,28653,28653,0,,,36,96,132,23,92,1113,678,435
FH-2021-00349,2021-04-05,2021-04-27,2021-05-12,,Perdido,0,2021,2021-05,Sérgio Tavares,Hospital Geral de Maceió,Hospital público,RN,Material para artroscopia,Ortopedia,26584,0,26584,Material devolvido sem uso,E3 Cirurgia,33,0,33,22,0,0,0,0
FH-2021-00104,2021-04-06,,,,Perdido,0,2021,2021-04,Paulo Menezes,Hospital Municipal de Jaboatão,Hospital público,PE,Implante de quadril,Ortopedia,59737,0,59737,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00084,2021-04-07,,,,Perdido,0,2021,2021-04,Sérgio Tavares,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de joelho,Ortopedia,134178,0,134178,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00130,2021-04-07,2021-04-14,2021-05-02,2021-06-07,Perdido,0,2021,2021-05,Paulo Menezes,Hospital Geral de Maceió,Hospital público,RN,Stent farmacológico,Cardiologia,64995,0,64995,Divergência na folha de sala,E4 Faturamento,27,0,27,7,36,0,0,0
FH-2021-00133,2021-04-07,,,,Perdido,0,2021,2021-04,Fábio Correia,Clinipar Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,146966,0,146966,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00319,2021-04-09,2021-04-28,2021-05-12,2021-08-02,Ganho,1,2021,2021-05,Paulo Menezes,Hospital Geral de Maceió,Hospital público,RN,Implante de quadril,Ortopedia,82276,82276,0,,,31,120,151,19,82,5151,1972,3179
FH-2021-00057,2021-04-10,2021-05-05,2021-05-22,2021-08-22,Ganho,1,2021,2021-05,Rogério Lins,Hospital Regional de Petrolina,Hospital público,PE,Stent farmacológico,Cardiologia,116342,116342,0,,,30,138,168,25,92,8520,5056,3464
FH-2021-00291,2021-04-10,2021-05-05,2021-05-07,2021-07-07,Ganho,1,2021,2021-05,Paulo Menezes,Clinipar Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,40577,40577,0,,,24,131,155,25,61,2795,784,2011
FH-2021-00316,2021-04-11,,,,Perdido,0,2021,2021-04,Sérgio Tavares,Clinipar Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,167689,0,167689,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00221,2021-04-12,2021-04-21,2021-05-06,2021-07-06,Ganho,1,2021,2021-05,Marcelo Bastos,Hospital Monte Sinai,Hospital privado,PE,Stent farmacológico,Cardiologia,57353,57353,0,,,54,145,199,9,61,2890,1052,1838
FH-2021-00155,2021-04-13,2021-04-25,2021-05-14,2021-06-13,Ganho,1,2021,2021-05,Rogério Lins,Bem-Estar Saúde,Operadora verticalizada,PE,Marcapasso,Cardiologia,286860,286860,0,,,37,124,161,12,30,20672,11962,8710
FH-2021-00342,2021-04-13,2021-05-07,2021-05-19,2021-07-25,Ganho,1,2021,2021-05,Marcelo Bastos,Bem-Estar Saúde,Operadora verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,397789,397789,0,,,51,143,194,24,67,37113,14487,22626
FH-2021-00204,2021-04-15,2021-04-25,2021-04-28,2021-06-30,Perdido,0,2021,2021-04,Sérgio Tavares,Hospital Metropolitano Norte,Hospital público,PB,Implante de quadril,Ortopedia,184155,0,184155,Divergência na folha de sala,E4 Faturamento,49,0,49,10,63,0,0,0
FH-2021-00253,2021-04-15,,,,Perdido,0,2021,2021-04,Luciana Prado,Hospital Prazeres,Hospital privado,PE,Grampeador cirúrgico,Cirurgia geral,17208,0,17208,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00334,2021-04-22,2021-04-29,,,Perdido,0,2021,2021-04,Rogério Lins,Bem-Estar Saúde,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,43030,0,43030,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,7,0,0,0,0
FH-2021-00139,2021-04-23,2021-05-04,2021-05-08,2021-07-26,Ganho,1,2021,2021-05,Fábio Correia,Hospital Geral de Maceió,Hospital público,RN,Implante de joelho,Ortopedia,92409,92409,0,,,51,146,197,11,79,8970,2449,6521
FH-2021-00259,2021-04-23,2021-05-04,2021-05-17,2021-07-07,Ganho,1,2021,2021-05,Ricardo Aragão,Clinipar Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,77490,77490,0,,,46,146,192,11,51,11468,3805,7663
FH-2021-00020,2021-04-24,,,,Perdido,0,2021,2021-04,Sérgio Tavares,Hospital Real do Recife,Hospital privado,PB,Placas e parafusos,Ortopedia,49728,0,49728,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00081,2021-04-24,2021-05-12,,,Perdido,0,2021,2021-04,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Kit de consumo cirúrgico,Cirurgia geral,50253,0,50253,Troca de fonte pagadora no meio do processo,E2 Autorizacao,0,0,0,18,0,0,0,0
FH-2021-00202,2021-04-26,2021-05-10,2021-05-23,2021-06-16,Ganho,1,2021,2021-05,Tatiana Coelho,Hospital Sete Coqueiros,Hospital privado,PE,Material para artroscopia,Ortopedia,56208,56208,0,,,22,90,112,14,24,2507,808,1699
FH-2021-00074,2021-04-28,,,,Perdido,0,2021,2021-04,Fábio Correia,Bem-Estar Saúde,Operadora verticalizada,PE,Haste intramedular,Ortopedia,85690,0,85690,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00201,2021-04-28,2021-05-15,2021-05-23,2021-07-30,Ganho,1,2021,2021-05,Ricardo Aragão,Hospital Municipal de Jaboatão,Hospital público,PE,Implante de quadril,Ortopedia,59026,59026,0,,,69,148,217,17,68,6040,2438,3602
FH-2021-00365,2021-04-28,2021-05-17,2021-05-27,2021-06-29,Ganho,1,2021,2021-05,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,35442,35442,0,,,61,175,236,19,33,4826,2547,2279
FH-2021-00252,2021-05-01,2021-05-08,2021-05-27,2021-08-07,Ganho,1,2021,2021-05,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,112167,112167,0,,,47,124,171,7,72,9914,2767,7147
FH-2021-00271,2021-05-02,,,,Perdido,0,2021,2021-05,Luciana Prado,Hospital Municipal de Paulista,Hospital público,PE,Implante de joelho,Ortopedia,181880,0,181880,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00257,2021-05-03,,,,Perdido,0,2021,2021-05,Fábio Correia,Hospital Regional do Agreste,Hospital público,RN,Placas e parafusos,Ortopedia,135323,0,135323,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00258,2021-05-03,,,,Perdido,0,2021,2021-05,Paulo Menezes,Bem-Estar Saúde,Operadora verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,203561,0,203561,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00060,2021-05-06,2021-05-30,2021-06-05,2021-08-16,Perdido,0,2021,2021-06,Tatiana Coelho,Hospital Piedade,Hospital privado,RN,Stent farmacológico,Cardiologia,71833,0,71833,Inadimplência do cliente,E4 Faturamento,18,0,18,24,72,0,0,0
FH-2021-00100,2021-05-06,2021-05-29,,,Perdido,0,2021,2021-05,Ricardo Aragão,Hospital Geral de Maceió,Hospital público,RN,Introdutor e guia,Cardiologia,298531,0,298531,Autorização expirou,E2 Autorizacao,0,0,0,23,0,0,0,0
FH-2021-00153,2021-05-06,,,,Perdido,0,2021,2021-05,Marcelo Bastos,Bem-Estar Saúde,Operadora verticalizada,PE,Haste intramedular,Ortopedia,339425,0,339425,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00161,2021-05-08,2021-05-14,,,Perdido,0,2021,2021-05,Marcelo Bastos,Hospital Piedade,Hospital privado,RN,Cateter para angioplastia,Cardiologia,147248,0,147248,Cirurgia cancelada,E2 Autorizacao,0,0,0,6,0,0,0,0
FH-2021-00268,2021-05-08,,,,Perdido,0,2021,2021-05,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,289167,0,289167,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00242,2021-05-10,2021-05-20,2021-05-25,2021-08-26,Ganho,1,2021,2021-05,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,222542,222542,0,,,60,171,231,10,93,35222,9061,26161
FH-2021-00301,2021-05-10,,,,Perdido,0,2021,2021-05,Paulo Menezes,Hospital Metropolitano Norte,Hospital público,PB,Haste intramedular,Ortopedia,25935,0,25935,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00208,2021-05-12,2021-05-31,2021-06-07,2021-07-06,Ganho,1,2021,2021-06,Fábio Correia,Hospital Municipal de Garanhuns,Hospital público,PE,Kit de consumo cirúrgico,Cirurgia geral,21193,21193,0,,,61,159,220,19,29,2931,994,1937
FH-2021-00323,2021-05-12,,,,Perdido,0,2021,2021-05,Rogério Lins,Clínica Ortopédica Boa Viagem,Hospital privado,PE,Stent farmacológico,Cardiologia,62286,0,62286,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00034,2021-05-13,,,,Perdido,0,2021,2021-05,Paulo Menezes,Hospital Municipal de Jaboatão,Hospital público,PE,Kit de consumo cirúrgico,Cirurgia geral,33991,0,33991,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00145,2021-05-13,2021-05-16,,,Perdido,0,2021,2021-05,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,110538,0,110538,Cirurgia cancelada,E2 Autorizacao,0,0,0,3,0,0,0,0
FH-2021-00110,2021-05-14,,,,Perdido,0,2021,2021-05,Rogério Lins,Hospital Municipal de Paulista,Hospital público,PE,Placas e parafusos,Ortopedia,95743,0,95743,Sem contrato para atender,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00227,2021-05-14,2021-05-29,2021-06-17,2021-07-11,Ganho,1,2021,2021-06,Luciana Prado,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,368022,368022,0,,,23,103,126,15,24,27447,17862,9585
FH-2021-00080,2021-05-19,2021-06-07,2021-06-20,2021-09-23,Ganho,1,2021,2021-06,Ricardo Aragão,Clinipar Integrada,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,124727,124727,0,,,71,176,247,19,95,11281,8272,3009
FH-2021-00211,2021-05-19,2021-06-11,2021-06-29,2021-09-14,Ganho,1,2021,2021-06,Paulo Menezes,Vitalis Rede Integrada,Operadora verticalizada,PE,Marcapasso,Cardiologia,155748,155748,0,,,43,133,176,23,77,13117,5631,7486
FH-2021-00077,2021-05-20,2021-06-14,2021-06-28,2021-08-02,Ganho,1,2021,2021-06,Sérgio Tavares,Clinipar Integrada,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,150883,150883,0,,,33,126,159,25,35,18233,5180,13053
FH-2021-00237,2021-05-21,2021-06-12,2021-06-25,2021-08-15,Ganho,1,2021,2021-06,Luciana Prado,Hospital Vale do Capibaribe,Hospital privado,PE,Cateter para angioplastia,Cardiologia,191038,191038,0,,,26,100,126,22,51,9944,3311,6633
FH-2021-00325,2021-05-21,,,,Perdido,0,2021,2021-05,Paulo Menezes,Vitalis Rede Integrada,Operadora verticalizada,PE,Haste intramedular,Ortopedia,178996,0,178996,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00324,2021-05-22,2021-06-11,2021-06-18,2021-08-15,Ganho,1,2021,2021-06,Tatiana Coelho,Bem-Estar Saúde,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,140256,140256,0,,,15,105,120,20,58,6575,2340,4235
FH-2021-00234,2021-05-23,2021-06-12,2021-06-15,2021-07-05,Ganho,1,2021,2021-06,Fábio Correia,Bem-Estar Saúde,Operadora verticalizada,PE,Marcapasso,Cardiologia,132914,132914,0,,,68,156,224,20,20,18335,12593,5742
FH-2021-00115,2021-05-24,2021-06-01,,,Perdido,0,2021,2021-05,Marcelo Bastos,Clínica Ortopédica Boa Viagem,Hospital privado,PE,Implante de quadril,Ortopedia,58040,0,58040,Troca de fonte pagadora no meio do processo,E2 Autorizacao,0,0,0,8,0,0,0,0
FH-2021-00265,2021-05-24,2021-06-09,2021-06-14,2021-07-23,Perdido,0,2021,2021-06,Tatiana Coelho,Hospital Piedade,Hospital privado,RN,Haste intramedular,Ortopedia,36630,0,36630,Glosa não recuperada,E4 Faturamento,22,0,22,16,39,0,0,0
FH-2021-00337,2021-05-24,2021-06-01,2021-06-11,2021-07-27,Ganho,1,2021,2021-06,Paulo Menezes,Hospital Nossa Senhora do Carmo,Hospital privado,PE,Grampeador cirúrgico,Cirurgia geral,47815,47815,0,,,37,107,144,8,46,3079,1375,1704
FH-2021-00338,2021-05-25,2021-05-30,2021-06-02,2021-08-20,Ganho,1,2021,2021-06,Tatiana Coelho,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,360462,360462,0,,,25,89,114,5,79,12561,7159,5402
FH-2021-00359,2021-05-27,2021-05-30,2021-06-03,2021-07-24,Ganho,1,2021,2021-06,Paulo Menezes,Hospital Estadual de Pernambuco,Hospital público,PE,Implante de joelho,Ortopedia,14416,14416,0,,,36,102,138,3,51,1085,765,320
FH-2021-00264,2021-05-28,,,,Perdido,0,2021,2021-05,Sérgio Tavares,Bem-Estar Saúde,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,235650,0,235650,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00186,2021-06-01,2021-06-25,2021-07-07,2021-09-29,Ganho,1,2021,2021-07,Fábio Correia,Clinipar Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,512180,512180,0,,,46,165,211,24,84,57168,20568,36600
FH-2021-00207,2021-06-01,,,,Perdido,0,2021,2021-06,Sérgio Tavares,Clinipar Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,243358,0,243358,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00266,2021-06-01,2021-06-06,2021-06-19,2021-08-08,Ganho,1,2021,2021-06,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Kit de consumo cirúrgico,Cirurgia geral,69473,69473,0,,,47,131,178,5,50,4367,3034,1333
FH-2021-00347,2021-06-01,,,,Perdido,0,2021,2021-06,Marcelo Bastos,Bem-Estar Saúde,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,238323,0,238323,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00199,2021-06-02,,,,Perdido,0,2021,2021-06,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,199417,0,199417,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00009,2021-06-05,2021-06-26,2021-07-01,2021-09-28,Ganho,1,2021,2021-07,Marcelo Bastos,Hospital Regional de Natal,Hospital público,PB,Placas e parafusos,Ortopedia,208244,208244,0,,,52,120,172,21,89,14770,7615,7155
FH-2021-00087,2021-06-06,2021-06-30,2021-07-13,2021-08-27,Ganho,1,2021,2021-07,Paulo Menezes,Clinipar Integrada,Operadora verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,68936,68936,0,,,28,103,131,24,45,5594,1517,4077
FH-2021-00194,2021-06-06,,,,Perdido,0,2021,2021-06,Tatiana Coelho,Bem-Estar Saúde,Operadora verticalizada,PE,Marcapasso,Cardiologia,65919,0,65919,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00088,2021-06-08,2021-06-17,2021-07-04,2021-09-11,Ganho,1,2021,2021-07,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,43910,43910,0,,,52,139,191,9,69,3752,1013,2739
FH-2021-00028,2021-06-12,2021-06-24,2021-06-27,2021-08-10,Ganho,1,2021,2021-06,Rogério Lins,Hospital Piedade,Hospital privado,RN,Implante de quadril,Ortopedia,37696,37696,0,,,43,111,154,12,44,1808,992,816
FH-2021-00039,2021-06-12,,,,Perdido,0,2021,2021-06,Tatiana Coelho,Hospital Pina,Hospital privado,AL,Stent farmacológico,Cardiologia,30719,0,30719,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00056,2021-06-13,,,,Perdido,0,2021,2021-06,Rogério Lins,Hospital Aurora,Hospital privado,AL,Introdutor e guia,Cardiologia,47630,0,47630,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00045,2021-06-15,2021-06-30,2021-07-06,2021-08-03,Ganho,1,2021,2021-07,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,129229,129229,0,,,56,125,181,15,28,9572,5490,4082
FH-2021-00106,2021-06-15,2021-06-25,2021-07-04,2021-07-23,Perdido,0,2021,2021-07,Paulo Menezes,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,40470,0,40470,Glosa não recuperada,E4 Faturamento,46,0,46,10,19,0,0,0
FH-2021-00008,2021-06-16,,,,Perdido,0,2021,2021-06,Paulo Menezes,Hospital Regional do Agreste,Hospital público,RN,Grampeador cirúrgico,Cirurgia geral,20763,0,20763,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00108,2021-06-16,2021-06-22,2021-07-07,2021-08-02,Ganho,1,2021,2021-07,Fábio Correia,Hospital Regional de Natal,Hospital público,PB,Placas e parafusos,Ortopedia,41397,41397,0,,,57,165,222,6,26,4587,3042,1545
FH-2021-00263,2021-06-16,2021-06-28,2021-07-15,2021-08-14,Ganho,1,2021,2021-07,Tatiana Coelho,Hospital Manaíra,Hospital privado,PE,Cateter para angioplastia,Cardiologia,36758,36758,0,,,28,104,132,12,30,1654,450,1204
FH-2021-00283,2021-06-16,,,,Perdido,0,2021,2021-06,Paulo Menezes,Hospital Sete Coqueiros,Hospital privado,PE,Implante de quadril,Ortopedia,29318,0,29318,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00302,2021-06-16,2021-06-24,2021-07-02,,Perdido,0,2021,2021-07,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,182890,0,182890,Material devolvido sem uso,E3 Cirurgia,74,0,74,8,0,0,0,0
FH-2021-00350,2021-06-16,2021-07-09,2021-07-12,2021-09-04,Ganho,1,2021,2021-07,Sérgio Tavares,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,135483,135483,0,,,44,149,193,23,54,17283,6509,10774
FH-2021-00049,2021-06-17,2021-06-24,2021-06-28,2021-09-30,Ganho,1,2021,2021-06,Marcelo Bastos,Hospital Municipal de Garanhuns,Hospital público,PE,Placas e parafusos,Ortopedia,640007,640007,0,,,34,132,166,7,94,47332,15002,32330
FH-2021-00246,2021-06-18,2021-06-30,2021-07-19,2021-10-15,Ganho,1,2021,2021-07,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,446472,446472,0,,,49,164,213,12,88,44352,23643,20709
FH-2021-00212,2021-06-19,2021-07-01,2021-07-12,,Perdido,0,2021,2021-07,Paulo Menezes,Clinipar Integrada,Operadora verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,30270,0,30270,Troca de fornecedor em sala,E3 Cirurgia,32,0,32,12,0,0,0,0
FH-2021-00333,2021-06-19,2021-07-13,2021-07-22,2021-10-08,Ganho,1,2021,2021-07,Paulo Menezes,Bem-Estar Saúde,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,214974,214974,0,,,31,132,163,24,78,19373,5472,13901
FH-2021-00101,2021-06-20,,,,Perdido,0,2021,2021-06,Sérgio Tavares,Bem-Estar Saúde,Operadora verticalizada,PE,Haste intramedular,Ortopedia,187368,0,187368,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00357,2021-06-20,2021-06-26,2021-07-14,2021-08-18,Ganho,1,2021,2021-07,Rogério Lins,Clinipar Integrada,Operadora verticalizada,PE,Kit de consumo cirúrgico,Cirurgia geral,28089,28089,0,,,42,112,154,6,35,2838,1777,1061
FH-2021-00023,2021-06-22,,,,Perdido,0,2021,2021-06,Fábio Correia,Hospital Prazeres,Hospital privado,PE,Implante de quadril,Ortopedia,48797,0,48797,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2021-00031,2021-06-22,2021-07-04,2021-07-06,2021-07-24,Ganho,1,2021,2021-07,Paulo Menezes,Hospital Torre,Hospital privado,PE,Implante de joelho,Ortopedia,41184,41184,0,,,36,115,151,12,18,2806,1639,1167
FH-2021-00277,2021-06-22,2021-07-17,2021-08-04,2021-10-10,Ganho,1,2021,2021-08,Rogério Lins,Hospital Ponta Negra,Hospital privado,PE,Implante de quadril,Ortopedia,99218,99218,0,,,27,140,167,25,67,6788,3472,3316
